"number_of_casualties","LAD22CD","fr_m","fr_am","fr_a","fr_b","fr_c","fr_u","sr_unk","sr_n","sr_m","sr_am","sr_a","sr_b","sr_c","sr_u","rt_r","rt_ow","rt_dc","rt_sc","rt_sr","jd_n","jd_r","jd_mr","jd_tsj","jd_sr","jd_c","jd_m","jd_pe","jd_o","jc_ap","jc_ats","jc_ss","jc_gu","phc_n","phc_c","ppf_n","ppf_njl","ppf_ptsj","ppf_fs","ppf_zcr","lc_l","lc_dl","lc_dln","lc_dn","lc_dlu","wc_hw","wc_f","wc_r","wc_s","wc_fm","rsc_d","rsc_w","rsc_s","rsc_fi","rsc_fl","sc_n","sc_ap","sc_rr","sc_od","sc_m","ch_n","ch_vo","ch_pa","ch_lo","u_y","u_n","sp20","sp30","sp40","sp50","sp60","sp70"
140,"E09000012",0,0,0.689922480620155,0.0852713178294574,0.108527131782946,0.116279069767442,0,0.155038759689922,0,0,0.193798449612403,0.0155038759689922,0.201550387596899,0.434108527131783,0.0232558139534884,0.0930232558139535,0.124031007751938,0.713178294573643,0.00775193798449612,0.155038759689922,0,0.00775193798449612,0.395348837209302,0.0155038759689922,0.186046511627907,0.0697674418604651,0.0387596899224806,0.0930232558139535,0,0.255813953488372,0.0155038759689922,0.511627906976744,0.837209302325581,0.0232558139534884,0.441860465116279,0.13953488372093,0.209302325581395,0,0.0930232558139535,0.674418604651163,0.325581395348837,0,0,0,0.00775193798449612,0.829457364341085,0.0775193798449612,0.00775193798449612,0,0.821705426356589,0.124031007751938,0,0,0,0.930232558139535,0,0.0232558139534884,0,0,0.883720930232558,0.0232558139534884,0,0.0155038759689922,0.992248062015504,0.00775193798449612,0.736434108527132,0.255813953488372,0.00775193798449612,0,0,0
142,"E09000009",0,0,0.5,0.127118644067797,0.177966101694915,0.194915254237288,0,0.279661016949153,0,0,0.0593220338983051,0.0254237288135593,0.101694915254237,0.533898305084746,0.0254237288135593,0.0508474576271186,0.194915254237288,0.677966101694915,0.0338983050847458,0.279661016949153,0.0423728813559322,0.0169491525423729,0.364406779661017,0.0169491525423729,0.127118644067797,0.0169491525423729,0.0423728813559322,0.0677966101694915,0.00847457627118644,0.161016949152542,0.00847457627118644,0.508474576271186,0.949152542372881,0.0169491525423729,0.567796610169492,0.110169491525424,0.11864406779661,0.00847457627118644,0.152542372881356,0.686440677966102,0.279661016949153,0.00847457627118644,0.00847457627118644,0.0169491525423729,0,0.855932203389831,0.076271186440678,0,0,0.822033898305085,0.177966101694915,0,0,0,0.966101694915254,0.00847457627118644,0.00847457627118644,0,0,0.940677966101695,0.0508474576271186,0,0,1,0,0.728813559322034,0.186440677966102,0.0677966101694915,0.0169491525423729,0,0
125,"E09000010",0.0217391304347826,0,0.597826086956522,0.0326086956521739,0.141304347826087,0.206521739130435,0,0.271739130434783,0,0,0.130434782608696,0.0434782608695652,0.0543478260869565,0.5,0.0108695652173913,0.0760869565217391,0.217391304347826,0.641304347826087,0.0326086956521739,0.271739130434783,0.0217391304347826,0.0108695652173913,0.293478260869565,0.0434782608695652,0.0978260869565217,0,0.0652173913043478,0.173913043478261,0,0.16304347826087,0,0.510869565217391,0.956521739130435,0,0.66304347826087,0.0652173913043478,0.108695652173913,0,0.141304347826087,0.608695652173913,0.347826086956522,0,0.0108695652173913,0.0326086956521739,0.0434782608695652,0.880434782608696,0.0543478260869565,0,0,0.804347826086957,0.184782608695652,0,0,0,0.945652173913043,0.0108695652173913,0,0,0,0.967391304347826,0.0326086956521739,0,0,0.902173913043478,0.0978260869565217,0.0760869565217391,0.641304347826087,0.206521739130435,0.0326086956521739,0.0217391304347826,0.0217391304347826
49,"E09000015",0,0,0.523809523809524,0.0714285714285714,0.261904761904762,0.142857142857143,0,0.333333333333333,0,0,0.0952380952380952,0.0238095238095238,0.166666666666667,0.380952380952381,0.0238095238095238,0.0238095238095238,0.142857142857143,0.785714285714286,0.0238095238095238,0.333333333333333,0.0714285714285714,0.0238095238095238,0.30952380952381,0,0.142857142857143,0.0238095238095238,0.0238095238095238,0.0476190476190476,0,0.142857142857143,0,0.5,0.880952380952381,0.0476190476190476,0.642857142857143,0.119047619047619,0.0714285714285714,0,0.119047619047619,0.666666666666667,0.285714285714286,0,0,0.0476190476190476,0.0238095238095238,0.857142857142857,0.0714285714285714,0,0.0238095238095238,0.761904761904762,0.238095238095238,0,0,0,0.976190476190476,0,0.0238095238095238,0,0,0.976190476190476,0.0238095238095238,0,0,1,0,0.0714285714285714,0.857142857142857,0.0714285714285714,0,0,0
105,"E09000013",0,0,0.691489361702128,0.0638297872340425,0.0957446808510638,0.148936170212766,0,0.223404255319149,0,0,0.0638297872340425,0.0212765957446809,0.0425531914893617,0.648936170212766,0.0319148936170213,0.0425531914893617,0.117021276595745,0.75531914893617,0.0212765957446809,0.223404255319149,0,0.0425531914893617,0.468085106382979,0.0319148936170213,0.074468085106383,0.0319148936170213,0,0.117021276595745,0,0.117021276595745,0.0212765957446809,0.627659574468085,0.904255319148936,0.0106382978723404,0.478723404255319,0.074468085106383,0.180851063829787,0,0.180851063829787,0.680851063829787,0.276595744680851,0,0,0.0425531914893617,0,0.776595744680851,0.117021276595745,0.0106382978723404,0,0.75531914893617,0.202127659574468,0,0.0106382978723404,0,0.914893617021277,0,0.0212765957446809,0,0,0.968085106382979,0,0,0,0.978723404255319,0.0212765957446809,0.563829787234043,0.414893617021277,0.0212765957446809,0,0,0
134,"E09000006",0,0,0.471698113207547,0.0849056603773585,0.19811320754717,0.245283018867925,0,0.320754716981132,0,0,0.0754716981132075,0.0471698113207547,0.0283018867924528,0.528301886792453,0.0471698113207547,0.0377358490566038,0.0566037735849057,0.849056603773585,0.00943396226415094,0.320754716981132,0.0377358490566038,0.0283018867924528,0.339622641509434,0.00943396226415094,0.0943396226415094,0.0188679245283019,0.0660377358490566,0.0660377358490566,0,0.0660377358490566,0.00943396226415094,0.584905660377358,0.971698113207547,0.0188679245283019,0.688679245283019,0.0754716981132075,0.0660377358490566,0,0.169811320754717,0.745283018867924,0.207547169811321,0.0188679245283019,0.00943396226415094,0.0188679245283019,0.0471698113207547,0.830188679245283,0.10377358490566,0.00943396226415094,0,0.792452830188679,0.19811320754717,0.00943396226415094,0,0,0.952830188679245,0.0188679245283019,0.00943396226415094,0,0,0.962264150943396,0.0283018867924528,0,0,0.886792452830189,0.113207547169811,0.0943396226415094,0.811320754716981,0.0471698113207547,0.0188679245283019,0.0188679245283019,0.00943396226415094
102,"E09000004",0,0,0.475,0.0875,0.25,0.1875,0,0.375,0,0,0.075,0.0125,0.0875,0.45,0.075,0.0125,0.225,0.6375,0.0125,0.375,0.1,0.025,0.2875,0.0125,0.0625,0.025,0.0125,0.075,0,0.0125,0.0125,0.575,0.925,0.025,0.725,0.05,0.0125,0,0.1625,0.6875,0.2625,0.0125,0.025,0.0125,0.0375,0.825,0.1375,0,0,0.775,0.225,0,0,0,0.9375,0,0.025,0,0,0.925,0.0625,0,0,0.9375,0.0625,0.0625,0.7625,0.0625,0.1,0,0.0125
97,"E09000005",0,0,0.623529411764706,0.0823529411764706,0.164705882352941,0.129411764705882,0,0.352941176470588,0,0,0.141176470588235,0.0470588235294118,0.0705882352941176,0.388235294117647,0.0235294117647059,0.0235294117647059,0.223529411764706,0.635294117647059,0.0352941176470588,0.352941176470588,0.0235294117647059,0,0.317647058823529,0.0352941176470588,0.0941176470588235,0.0352941176470588,0.0588235294117647,0.0588235294117647,0,0.152941176470588,0.0235294117647059,0.447058823529412,0.847058823529412,0.0588235294117647,0.541176470588235,0.0588235294117647,0.176470588235294,0.0117647058823529,0.129411764705882,0.611764705882353,0.364705882352941,0,0,0.0235294117647059,0.0352941176470588,0.858823529411765,0.105882352941176,0,0,0.870588235294118,0.0823529411764706,0,0.0117647058823529,0,0.917647058823529,0,0.0117647058823529,0,0,0.882352941176471,0.0588235294117647,0,0,1,0,0.211764705882353,0.717647058823529,0.0705882352941176,0,0,0
134,"E09000018",0.0173913043478261,0,0.669565217391304,0.0260869565217391,0.0869565217391304,0.2,0,0.339130434782609,0.00869565217391304,0,0.147826086956522,0,0.0347826086956522,0.469565217391304,0.0434782608695652,0.0260869565217391,0.278260869565217,0.6,0.00869565217391304,0.339130434782609,0.0608695652173913,0.0173913043478261,0.252173913043478,0.0347826086956522,0.0956521739130435,0.0347826086956522,0.0434782608695652,0.0695652173913043,0.0173913043478261,0.182608695652174,0.00869565217391304,0.4,0.895652173913044,0.0347826086956522,0.556521739130435,0.139130434782609,0.147826086956522,0.00869565217391304,0.0869565217391304,0.660869565217391,0.304347826086957,0.0173913043478261,0,0.0173913043478261,0.00869565217391304,0.765217391304348,0.121739130434783,0.00869565217391304,0,0.739130434782609,0.234782608695652,0,0,0,0.930434782608696,0.0173913043478261,0.0173913043478261,0,0,0.939130434782609,0.0260869565217391,0,0.00869565217391304,0.973913043478261,0.0260869565217391,0.382608695652174,0.382608695652174,0.208695652173913,0.00869565217391304,0,0.0173913043478261
190,"E09000032",0,0,0.739884393063584,0.0578034682080925,0.0520231213872832,0.15028901734104,0,0.167630057803468,0,0,0.15028901734104,0.023121387283237,0.0346820809248555,0.624277456647399,0.0115606936416185,0.0635838150289017,0.0982658959537572,0.791907514450867,0.0115606936416185,0.167630057803468,0.0115606936416185,0.00578034682080925,0.473988439306358,0.0115606936416185,0.132947976878613,0.0346820809248555,0.046242774566474,0.0867052023121387,0,0.219653179190751,0.00578034682080925,0.566473988439306,0.861271676300578,0.0346820809248555,0.473988439306358,0.15028901734104,0.213872832369942,0,0.0751445086705202,0.670520231213873,0.300578034682081,0.00578034682080925,0,0.023121387283237,0.0173410404624277,0.84971098265896,0.0809248554913295,0,0,0.797687861271676,0.167630057803468,0,0.00578034682080925,0,0.930635838150289,0.00578034682080925,0.0346820809248555,0,0,0.971098265895954,0.00578034682080925,0,0.00578034682080925,0.976878612716763,0.023121387283237,0.491329479768786,0.479768786127168,0.0289017341040462,0,0,0
86,"E09000024",0,0,0.534246575342466,0.205479452054795,0.0958904109589041,0.164383561643836,0,0.26027397260274,0,0,0.10958904109589,0.0958904109589041,0.0684931506849315,0.465753424657534,0.0547945205479452,0.0410958904109589,0.123287671232877,0.726027397260274,0.0547945205479452,0.26027397260274,0.0410958904109589,0.0136986301369863,0.424657534246575,0.0136986301369863,0.0410958904109589,0.0547945205479452,0.0684931506849315,0.0547945205479452,0,0.136986301369863,0,0.575342465753425,0.89041095890411,0.0136986301369863,0.616438356164384,0.0684931506849315,0.123287671232877,0.0136986301369863,0.0958904109589041,0.753424657534247,0.232876712328767,0.0136986301369863,0,0,0.0410958904109589,0.726027397260274,0.232876712328767,0,0,0.63013698630137,0.342465753424658,0,0,0,0.945205479452055,0,0,0,0,0.917808219178082,0.0136986301369863,0,0.0136986301369863,1,0,0.698630136986301,0.26027397260274,0.0136986301369863,0.0273972602739726,0,0
105,"E09000017",0.0240963855421687,0,0.325301204819277,0.072289156626506,0.325301204819277,0.253012048192771,0,0.337349397590361,0,0,0.132530120481928,0.036144578313253,0.072289156626506,0.421686746987952,0.0843373493975904,0.0481927710843374,0.204819277108434,0.602409638554217,0.0481927710843374,0.337349397590361,0.0843373493975904,0.0602409638554217,0.253012048192771,0.0240963855421687,0.0602409638554217,0.0240963855421687,0.0240963855421687,0.120481927710843,0.0120481927710843,0.108433734939759,0,0.530120481927711,0.927710843373494,0.0240963855421687,0.698795180722892,0.0481927710843374,0.120481927710843,0,0.120481927710843,0.626506024096386,0.325301204819277,0.0240963855421687,0.0240963855421687,0,0,0.807228915662651,0.144578313253012,0,0,0.734939759036145,0.265060240963855,0,0,0,0.975903614457831,0,0.0120481927710843,0,0,0.987951807228916,0,0,0,0.91566265060241,0.0843373493975904,0.108433734939759,0.650602409638554,0.132530120481928,0.0963855421686747,0,0.0120481927710843
111,"E09000003",0,0,0.606382978723404,0.0531914893617021,0.0851063829787234,0.25531914893617,0,0.287234042553192,0.0106382978723404,0,0.127659574468085,0.0319148936170213,0.0531914893617021,0.48936170212766,0.0425531914893617,0.0425531914893617,0.191489361702128,0.712765957446808,0.0106382978723404,0.287234042553192,0.0851063829787234,0,0.287234042553192,0.0319148936170213,0.0851063829787234,0.0531914893617021,0.0319148936170213,0.117021276595745,0,0.212765957446809,0,0.5,0.925531914893617,0.0425531914893617,0.659574468085106,0.0531914893617021,0.106382978723404,0.0106382978723404,0.138297872340426,0.702127659574468,0.276595744680851,0.0106382978723404,0,0.0106382978723404,0.0319148936170213,0.840425531914894,0.0638297872340425,0.0106382978723404,0,0.776595744680851,0.202127659574468,0,0,0,0.936170212765957,0,0.0212765957446809,0,0,0.925531914893617,0.0425531914893617,0,0,0.978723404255319,0.0212765957446809,0.0638297872340425,0.797872340425532,0.074468085106383,0.0638297872340425,0,0
123,"E09000007",0,0,0.633928571428571,0.0982142857142857,0.125,0.142857142857143,0,0.196428571428571,0,0,0.1875,0.0357142857142857,0.0446428571428571,0.535714285714286,0.00892857142857143,0.1875,0.205357142857143,0.580357142857143,0,0.196428571428571,0,0,0.410714285714286,0,0.214285714285714,0.107142857142857,0,0.0535714285714286,0,0.303571428571429,0.0178571428571429,0.464285714285714,0.910714285714286,0.00892857142857143,0.401785714285714,0.107142857142857,0.241071428571429,0,0.178571428571429,0.651785714285714,0.339285714285714,0,0,0.00892857142857143,0,0.839285714285714,0.0803571428571429,0,0,0.839285714285714,0.133928571428571,0.00892857142857143,0,0,0.875,0.0178571428571429,0.0446428571428571,0,0,0.919642857142857,0.00892857142857143,0,0.0178571428571429,1,0,0.723214285714286,0.276785714285714,0,0,0,0
123,"E09000023",0,0,0.547169811320755,0.122641509433962,0.0943396226415094,0.235849056603774,0,0.179245283018868,0,0,0.113207547169811,0.0283018867924528,0.0283018867924528,0.650943396226415,0.0377358490566038,0.0660377358490566,0.10377358490566,0.764150943396226,0,0.179245283018868,0.0283018867924528,0.00943396226415094,0.377358490566038,0.0377358490566038,0.141509433962264,0.0377358490566038,0.0188679245283019,0.132075471698113,0.0188679245283019,0.141509433962264,0.00943396226415094,0.60377358490566,0.89622641509434,0.0471698113207547,0.528301886792453,0.113207547169811,0.160377358490566,0,0.150943396226415,0.688679245283019,0.292452830188679,0,0,0.0188679245283019,0.00943396226415094,0.716981132075472,0.141509433962264,0.00943396226415094,0.00943396226415094,0.735849056603774,0.207547169811321,0,0.0188679245283019,0,0.933962264150943,0.00943396226415094,0.0283018867924528,0,0,0.952830188679245,0.0188679245283019,0.00943396226415094,0,1,0,0.509433962264151,0.481132075471698,0.00943396226415094,0,0,0
98,"E09000019",0,0,0.777777777777778,0.0777777777777778,0.0666666666666667,0.0777777777777778,0,0.166666666666667,0,0,0.277777777777778,0.0444444444444444,0.1,0.411111111111111,0.0333333333333333,0.122222222222222,0.211111111111111,0.566666666666667,0.0444444444444444,0.166666666666667,0.0444444444444444,0,0.3,0.0111111111111111,0.211111111111111,0.122222222222222,0.0222222222222222,0.0888888888888889,0,0.311111111111111,0,0.488888888888889,0.911111111111111,0.0444444444444444,0.4,0.155555555555556,0.233333333333333,0.0111111111111111,0.144444444444444,0.722222222222222,0.266666666666667,0,0,0.0111111111111111,0.0111111111111111,0.844444444444444,0.0888888888888889,0,0,0.822222222222222,0.155555555555556,0,0,0,0.888888888888889,0.0222222222222222,0.0444444444444444,0,0,0.955555555555556,0.0222222222222222,0,0,1,0,0.744444444444444,0.255555555555556,0,0,0,0
60,"E09000021",0,0,0.537037037037037,0.0925925925925926,0.185185185185185,0.185185185185185,0,0.148148148148148,0,0,0.12962962962963,0.037037037037037,0.111111111111111,0.574074074074074,0.037037037037037,0.0555555555555556,0.148148148148148,0.740740740740741,0,0.148148148148148,0.0740740740740741,0,0.407407407407407,0.037037037037037,0.0925925925925926,0.0555555555555556,0.0740740740740741,0.0925925925925926,0.037037037037037,0.166666666666667,0.037037037037037,0.611111111111111,0.925925925925926,0,0.611111111111111,0.111111111111111,0.0555555555555556,0,0.12962962962963,0.87037037037037,0.0925925925925926,0,0,0.037037037037037,0,0.907407407407407,0.0555555555555556,0,0,0.87037037037037,0.111111111111111,0,0,0,0.962962962962963,0,0,0,0,0.981481481481482,0,0,0,1,0,0.444444444444444,0.444444444444444,0.0185185185185185,0.0925925925925926,0,0
115,"E09000014",0,0,0.574468085106383,0.106382978723404,0.074468085106383,0.24468085106383,0,0.159574468085106,0,0,0.106382978723404,0.0957446808510638,0.0425531914893617,0.595744680851064,0.0319148936170213,0.0425531914893617,0.127659574468085,0.680851063829787,0.0212765957446809,0.159574468085106,0.0319148936170213,0.0106382978723404,0.382978723404255,0,0.117021276595745,0.0531914893617021,0.0319148936170213,0.117021276595745,0,0.159574468085106,0.0106382978723404,0.585106382978723,0.787234042553192,0.074468085106383,0.468085106382979,0.0851063829787234,0.170212765957447,0,0.159574468085106,0.595744680851064,0.393617021276596,0,0,0.0106382978723404,0.0106382978723404,0.776595744680851,0.117021276595745,0,0,0.75531914893617,0.202127659574468,0,0,0,0.914893617021277,0.0106382978723404,0.0106382978723404,0,0,0.925531914893617,0.0106382978723404,0,0.0106382978723404,1,0,0.606382978723404,0.372340425531915,0.0212765957446809,0,0,0
